date.0,date.1,date.2,date.3,date.4,date.5,date.6,date.7,date.8
1953-05-30,30/05/1953,05/30/1953,"30th May, 1953","May 30th, 1953",1953/05/30,"May 30th, 1953",30-05-1953,30 May 1953
1956-10-17,17/10/1956,10/17/1956,"17th October, 1956","October 17th, 1956",1956/10/17,"October 17th, 1956",17-10-1956,17 Oct 1956
2024-10-06,06/10/2024,10/06/2024,"6th October, 2024","October 6th, 2024",2024/10/06,"October 6th, 2024",06-10-2024,06 Oct 2024
2078-03-29,29/03/2078,03/29/2078,"29th March, 2078","March 29th, 2078",2078/03/29,"March 29th, 2078",29-03-2078,29 Mar 2078
1954-02-04,04/02/1954,02/04/1954,"4th February, 1954","February 4th, 1954",1954/02/04,"February 4th, 1954",04-02-1954,04 Feb 1954
1986-08-31,31/08/1986,08/31/1986,"31st August, 1986","August 31st, 1986",1986/08/31,"August 31st, 1986",31-08-1986,31 Aug 1986
2002-12-29,29/12/2002,12/29/2002,"29th December, 2002","December 29th, 2002",2002/12/29,"December 29th, 2002",29-12-2002,29 Dec 2002
2035-09-29,29/09/2035,09/29/2035,"29th September, 2035","September 29th, 2035",2035/09/29,"September 29th, 2035",29-09-2035,29 Sep 2035
2005-11-14,14/11/2005,11/14/2005,"14th November, 2005","November 14th, 2005",2005/11/14,"November 14th, 2005",14-11-2005,14 Nov 2005
1922-01-08,08/01/1922,01/08/1922,"8th January, 1922","January 8th, 1922",1922/01/08,"January 8th, 1922",08-01-1922,08 Jan 1922
2016-12-03,03/12/2016,12/03/2016,"3rd December, 2016","December 3rd, 2016",2016/12/03,"December 3rd, 2016",03-12-2016,03 Dec 2016
2029-03-22,22/03/2029,03/22/2029,"22nd March, 2029","March 22nd, 2029",2029/03/22,"March 22nd, 2029",22-03-2029,22 Mar 2029
2052-11-02,02/11/2052,11/02/2052,"2nd November, 2052","November 2nd, 2052",2052/11/02,"November 2nd, 2052",02-11-2052,02 Nov 2052
2084-01-14,14/01/2084,01/14/2084,"14th January, 2084","January 14th, 2084",2084/01/14,"January 14th, 2084",14-01-2084,14 Jan 2084
2034-04-13,13/04/2034,04/13/2034,"13th April, 2034","April 13th, 2034",2034/04/13,"April 13th, 2034",13-04-2034,13 Apr 2034
1914-09-10,10/09/1914,09/10/1914,"10th September, 1914","September 10th, 1914",1914/09/10,"September 10th, 1914",10-09-1914,10 Sep 1914
2074-08-09,09/08/2074,08/09/2074,"9th August, 2074","August 9th, 2074",2074/08/09,"August 9th, 2074",09-08-2074,09 Aug 2074
1954-10-28,28/10/1954,10/28/1954,"28th October, 1954","October 28th, 1954",1954/10/28,"October 28th, 1954",28-10-1954,28 Oct 1954
2074-10-10,10/10/2074,10/10/2074,"10th October, 2074","October 10th, 2074",2074/10/10,"October 10th, 2074",10-10-2074,10 Oct 2074
2020-02-10,10/02/2020,02/10/2020,"10th February, 2020","February 10th, 2020",2020/02/10,"February 10th, 2020",10-02-2020,10 Feb 2020
1906-02-02,02/02/1906,02/02/1906,"2nd February, 1906","February 2nd, 1906",1906/02/02,"February 2nd, 1906",02-02-1906,02 Feb 1906
2008-06-18,18/06/2008,06/18/2008,"18th June, 2008","June 18th, 2008",2008/06/18,"June 18th, 2008",18-06-2008,18 Jun 2008
2050-11-01,01/11/2050,11/01/2050,"1st November, 2050","November 1st, 2050",2050/11/01,"November 1st, 2050",01-11-2050,01 Nov 2050
2095-11-04,04/11/2095,11/04/2095,"4th November, 2095","November 4th, 2095",2095/11/04,"November 4th, 2095",04-11-2095,04 Nov 2095
1943-03-26,26/03/1943,03/26/1943,"26th March, 1943","March 26th, 1943",1943/03/26,"March 26th, 1943",26-03-1943,26 Mar 1943
2027-11-01,01/11/2027,11/01/2027,"1st November, 2027","November 1st, 2027",2027/11/01,"November 1st, 2027",01-11-2027,01 Nov 2027
1995-03-05,05/03/1995,03/05/1995,"5th March, 1995","March 5th, 1995",1995/03/05,"March 5th, 1995",05-03-1995,05 Mar 1995
2001-06-14,14/06/2001,06/14/2001,"14th June, 2001","June 14th, 2001",2001/06/14,"June 14th, 2001",14-06-2001,14 Jun 2001
1990-08-26,26/08/1990,08/26/1990,"26th August, 1990","August 26th, 1990",1990/08/26,"August 26th, 1990",26-08-1990,26 Aug 1990
1955-01-19,19/01/1955,01/19/1955,"19th January, 1955","January 19th, 1955",1955/01/19,"January 19th, 1955",19-01-1955,19 Jan 1955
2048-03-24,24/03/2048,03/24/2048,"24th March, 2048","March 24th, 2048",2048/03/24,"March 24th, 2048",24-03-2048,24 Mar 2048
1907-06-12,12/06/1907,06/12/1907,"12th June, 1907","June 12th, 1907",1907/06/12,"June 12th, 1907",12-06-1907,12 Jun 1907
2060-01-01,01/01/2060,01/01/2060,"1st January, 2060","January 1st, 2060",2060/01/01,"January 1st, 2060",01-01-2060,01 Jan 2060
2021-06-18,18/06/2021,06/18/2021,"18th June, 2021","June 18th, 2021",2021/06/18,"June 18th, 2021",18-06-2021,18 Jun 2021
2044-01-04,04/01/2044,01/04/2044,"4th January, 2044","January 4th, 2044",2044/01/04,"January 4th, 2044",04-01-2044,04 Jan 2044
2015-08-17,17/08/2015,08/17/2015,"17th August, 2015","August 17th, 2015",2015/08/17,"August 17th, 2015",17-08-2015,17 Aug 2015
1999-04-08,08/04/1999,04/08/1999,"8th April, 1999","April 8th, 1999",1999/04/08,"April 8th, 1999",08-04-1999,08 Apr 1999
2051-05-22,22/05/2051,05/22/2051,"22nd May, 2051","May 22nd, 2051",2051/05/22,"May 22nd, 2051",22-05-2051,22 May 2051
1917-06-25,25/06/1917,06/25/1917,"25th June, 1917","June 25th, 1917",1917/06/25,"June 25th, 1917",25-06-1917,25 Jun 1917
2087-07-14,14/07/2087,07/14/2087,"14th July, 2087","July 14th, 2087",2087/07/14,"July 14th, 2087",14-07-2087,14 Jul 2087
1922-05-19,19/05/1922,05/19/1922,"19th May, 1922","May 19th, 1922",1922/05/19,"May 19th, 1922",19-05-1922,19 May 1922
1971-09-06,06/09/1971,09/06/1971,"6th September, 1971","September 6th, 1971",1971/09/06,"September 6th, 1971",06-09-1971,06 Sep 1971
1984-08-03,03/08/1984,08/03/1984,"3rd August, 1984","August 3rd, 1984",1984/08/03,"August 3rd, 1984",03-08-1984,03 Aug 1984
1967-03-20,20/03/1967,03/20/1967,"20th March, 1967","March 20th, 1967",1967/03/20,"March 20th, 1967",20-03-1967,20 Mar 1967
1983-12-15,15/12/1983,12/15/1983,"15th December, 1983","December 15th, 1983",1983/12/15,"December 15th, 1983",15-12-1983,15 Dec 1983
2092-10-01,01/10/2092,10/01/2092,"1st October, 2092","October 1st, 2092",2092/10/01,"October 1st, 2092",01-10-2092,01 Oct 2092
2023-11-05,05/11/2023,11/05/2023,"5th November, 2023","November 5th, 2023",2023/11/05,"November 5th, 2023",05-11-2023,05 Nov 2023
1971-05-05,05/05/1971,05/05/1971,"5th May, 1971","May 5th, 1971",1971/05/05,"May 5th, 1971",05-05-1971,05 May 1971
2075-02-01,01/02/2075,02/01/2075,"1st February, 2075","February 1st, 2075",2075/02/01,"February 1st, 2075",01-02-2075,01 Feb 2075
2013-03-23,23/03/2013,03/23/2013,"23rd March, 2013","March 23rd, 2013",2013/03/23,"March 23rd, 2013",23-03-2013,23 Mar 2013
1999-04-07,07/04/1999,04/07/1999,"7th April, 1999","April 7th, 1999",1999/04/07,"April 7th, 1999",07-04-1999,07 Apr 1999
1936-08-13,13/08/1936,08/13/1936,"13th August, 1936","August 13th, 1936",1936/08/13,"August 13th, 1936",13-08-1936,13 Aug 1936
1996-12-15,15/12/1996,12/15/1996,"15th December, 1996","December 15th, 1996",1996/12/15,"December 15th, 1996",15-12-1996,15 Dec 1996
1902-05-18,18/05/1902,05/18/1902,"18th May, 1902","May 18th, 1902",1902/05/18,"May 18th, 1902",18-05-1902,18 May 1902
2036-04-29,29/04/2036,04/29/2036,"29th April, 2036","April 29th, 2036",2036/04/29,"April 29th, 2036",29-04-2036,29 Apr 2036
1993-01-20,20/01/1993,01/20/1993,"20th January, 1993","January 20th, 1993",1993/01/20,"January 20th, 1993",20-01-1993,20 Jan 1993
1901-09-04,04/09/1901,09/04/1901,"4th September, 1901","September 4th, 1901",1901/09/04,"September 4th, 1901",04-09-1901,04 Sep 1901
2099-04-24,24/04/2099,04/24/2099,"24th April, 2099","April 24th, 2099",2099/04/24,"April 24th, 2099",24-04-2099,24 Apr 2099
2013-09-01,01/09/2013,09/01/2013,"1st September, 2013","September 1st, 2013",2013/09/01,"September 1st, 2013",01-09-2013,01 Sep 2013
1970-10-23,23/10/1970,10/23/1970,"23rd October, 1970","October 23rd, 1970",1970/10/23,"October 23rd, 1970",23-10-1970,23 Oct 1970
2040-03-08,08/03/2040,03/08/2040,"8th March, 2040","March 8th, 2040",2040/03/08,"March 8th, 2040",08-03-2040,08 Mar 2040
1950-08-01,01/08/1950,08/01/1950,"1st August, 1950","August 1st, 1950",1950/08/01,"August 1st, 1950",01-08-1950,01 Aug 1950
1997-02-28,28/02/1997,02/28/1997,"28th February, 1997","February 28th, 1997",1997/02/28,"February 28th, 1997",28-02-1997,28 Feb 1997
1939-03-03,03/03/1939,03/03/1939,"3rd March, 1939","March 3rd, 1939",1939/03/03,"March 3rd, 1939",03-03-1939,03 Mar 1939
1939-09-06,06/09/1939,09/06/1939,"6th September, 1939","September 6th, 1939",1939/09/06,"September 6th, 1939",06-09-1939,06 Sep 1939
1936-10-02,02/10/1936,10/02/1936,"2nd October, 1936","October 2nd, 1936",1936/10/02,"October 2nd, 1936",02-10-1936,02 Oct 1936
1943-05-31,31/05/1943,05/31/1943,"31st May, 1943","May 31st, 1943",1943/05/31,"May 31st, 1943",31-05-1943,31 May 1943
2034-12-18,18/12/2034,12/18/2034,"18th December, 2034","December 18th, 2034",2034/12/18,"December 18th, 2034",18-12-2034,18 Dec 2034
1970-12-05,05/12/1970,12/05/1970,"5th December, 1970","December 5th, 1970",1970/12/05,"December 5th, 1970",05-12-1970,05 Dec 1970
2075-06-18,18/06/2075,06/18/2075,"18th June, 2075","June 18th, 2075",2075/06/18,"June 18th, 2075",18-06-2075,18 Jun 2075
2095-06-20,20/06/2095,06/20/2095,"20th June, 2095","June 20th, 2095",2095/06/20,"June 20th, 2095",20-06-2095,20 Jun 2095
2079-05-17,17/05/2079,05/17/2079,"17th May, 2079","May 17th, 2079",2079/05/17,"May 17th, 2079",17-05-2079,17 May 2079
1971-03-04,04/03/1971,03/04/1971,"4th March, 1971","March 4th, 1971",1971/03/04,"March 4th, 1971",04-03-1971,04 Mar 1971
2022-12-14,14/12/2022,12/14/2022,"14th December, 2022","December 14th, 2022",2022/12/14,"December 14th, 2022",14-12-2022,14 Dec 2022
1967-11-22,22/11/1967,11/22/1967,"22nd November, 1967","November 22nd, 1967",1967/11/22,"November 22nd, 1967",22-11-1967,22 Nov 1967
1998-04-07,07/04/1998,04/07/1998,"7th April, 1998","April 7th, 1998",1998/04/07,"April 7th, 1998",07-04-1998,07 Apr 1998
2034-01-12,12/01/2034,01/12/2034,"12th January, 2034","January 12th, 2034",2034/01/12,"January 12th, 2034",12-01-2034,12 Jan 2034
1955-02-01,01/02/1955,02/01/1955,"1st February, 1955","February 1st, 1955",1955/02/01,"February 1st, 1955",01-02-1955,01 Feb 1955
1908-02-26,26/02/1908,02/26/1908,"26th February, 1908","February 26th, 1908",1908/02/26,"February 26th, 1908",26-02-1908,26 Feb 1908
1991-01-13,13/01/1991,01/13/1991,"13th January, 1991","January 13th, 1991",1991/01/13,"January 13th, 1991",13-01-1991,13 Jan 1991
2051-03-28,28/03/2051,03/28/2051,"28th March, 2051","March 28th, 2051",2051/03/28,"March 28th, 2051",28-03-2051,28 Mar 2051
2083-03-15,15/03/2083,03/15/2083,"15th March, 2083","March 15th, 2083",2083/03/15,"March 15th, 2083",15-03-2083,15 Mar 2083
2059-02-04,04/02/2059,02/04/2059,"4th February, 2059","February 4th, 2059",2059/02/04,"February 4th, 2059",04-02-2059,04 Feb 2059
2094-10-07,07/10/2094,10/07/2094,"7th October, 2094","October 7th, 2094",2094/10/07,"October 7th, 2094",07-10-2094,07 Oct 2094
1976-06-11,11/06/1976,06/11/1976,"11th June, 1976","June 11th, 1976",1976/06/11,"June 11th, 1976",11-06-1976,11 Jun 1976
2057-07-19,19/07/2057,07/19/2057,"19th July, 2057","July 19th, 2057",2057/07/19,"July 19th, 2057",19-07-2057,19 Jul 2057
1922-07-07,07/07/1922,07/07/1922,"7th July, 1922","July 7th, 1922",1922/07/07,"July 7th, 1922",07-07-1922,07 Jul 1922
1948-09-27,27/09/1948,09/27/1948,"27th September, 1948","September 27th, 1948",1948/09/27,"September 27th, 1948",27-09-1948,27 Sep 1948
1953-09-14,14/09/1953,09/14/1953,"14th September, 1953","September 14th, 1953",1953/09/14,"September 14th, 1953",14-09-1953,14 Sep 1953
2083-09-24,24/09/2083,09/24/2083,"24th September, 2083","September 24th, 2083",2083/09/24,"September 24th, 2083",24-09-2083,24 Sep 2083
2033-09-01,01/09/2033,09/01/2033,"1st September, 2033","September 1st, 2033",2033/09/01,"September 1st, 2033",01-09-2033,01 Sep 2033
2050-12-15,15/12/2050,12/15/2050,"15th December, 2050","December 15th, 2050",2050/12/15,"December 15th, 2050",15-12-2050,15 Dec 2050
1941-07-11,11/07/1941,07/11/1941,"11th July, 1941","July 11th, 1941",1941/07/11,"July 11th, 1941",11-07-1941,11 Jul 1941
1975-05-04,04/05/1975,05/04/1975,"4th May, 1975","May 4th, 1975",1975/05/04,"May 4th, 1975",04-05-1975,04 May 1975
2093-07-15,15/07/2093,07/15/2093,"15th July, 2093","July 15th, 2093",2093/07/15,"July 15th, 2093",15-07-2093,15 Jul 2093
1912-07-13,13/07/1912,07/13/1912,"13th July, 1912","July 13th, 1912",1912/07/13,"July 13th, 1912",13-07-1912,13 Jul 1912
1971-02-02,02/02/1971,02/02/1971,"2nd February, 1971","February 2nd, 1971",1971/02/02,"February 2nd, 1971",02-02-1971,02 Feb 1971
1989-07-11,11/07/1989,07/11/1989,"11th July, 1989","July 11th, 1989",1989/07/11,"July 11th, 1989",11-07-1989,11 Jul 1989
2016-11-10,10/11/2016,11/10/2016,"10th November, 2016","November 10th, 2016",2016/11/10,"November 10th, 2016",10-11-2016,10 Nov 2016
1974-04-07,07/04/1974,04/07/1974,"7th April, 1974","April 7th, 1974",1974/04/07,"April 7th, 1974",07-04-1974,07 Apr 1974
1934-12-04,04/12/1934,12/04/1934,"4th December, 1934","December 4th, 1934",1934/12/04,"December 4th, 1934",04-12-1934,04 Dec 1934
1923-11-25,25/11/1923,11/25/1923,"25th November, 1923","November 25th, 1923",1923/11/25,"November 25th, 1923",25-11-1923,25 Nov 1923
2079-10-05,05/10/2079,10/05/2079,"5th October, 2079","October 5th, 2079",2079/10/05,"October 5th, 2079",05-10-2079,05 Oct 2079
1915-07-23,23/07/1915,07/23/1915,"23rd July, 1915","July 23rd, 1915",1915/07/23,"July 23rd, 1915",23-07-1915,23 Jul 1915
1937-07-19,19/07/1937,07/19/1937,"19th July, 1937","July 19th, 1937",1937/07/19,"July 19th, 1937",19-07-1937,19 Jul 1937
1982-07-24,24/07/1982,07/24/1982,"24th July, 1982","July 24th, 1982",1982/07/24,"July 24th, 1982",24-07-1982,24 Jul 1982
1934-04-09,09/04/1934,04/09/1934,"9th April, 1934","April 9th, 1934",1934/04/09,"April 9th, 1934",09-04-1934,09 Apr 1934
2019-11-14,14/11/2019,11/14/2019,"14th November, 2019","November 14th, 2019",2019/11/14,"November 14th, 2019",14-11-2019,14 Nov 2019
2026-05-25,25/05/2026,05/25/2026,"25th May, 2026","May 25th, 2026",2026/05/25,"May 25th, 2026",25-05-2026,25 May 2026
1959-12-09,09/12/1959,12/09/1959,"9th December, 1959","December 9th, 1959",1959/12/09,"December 9th, 1959",09-12-1959,09 Dec 1959
2006-02-20,20/02/2006,02/20/2006,"20th February, 2006","February 20th, 2006",2006/02/20,"February 20th, 2006",20-02-2006,20 Feb 2006
1901-01-21,21/01/1901,01/21/1901,"21st January, 1901","January 21st, 1901",1901/01/21,"January 21st, 1901",21-01-1901,21 Jan 1901
2049-07-16,16/07/2049,07/16/2049,"16th July, 2049","July 16th, 2049",2049/07/16,"July 16th, 2049",16-07-2049,16 Jul 2049
1957-04-18,18/04/1957,04/18/1957,"18th April, 1957","April 18th, 1957",1957/04/18,"April 18th, 1957",18-04-1957,18 Apr 1957
1975-01-02,02/01/1975,01/02/1975,"2nd January, 1975","January 2nd, 1975",1975/01/02,"January 2nd, 1975",02-01-1975,02 Jan 1975
2076-04-22,22/04/2076,04/22/2076,"22nd April, 2076","April 22nd, 2076",2076/04/22,"April 22nd, 2076",22-04-2076,22 Apr 2076
2003-03-31,31/03/2003,03/31/2003,"31st March, 2003","March 31st, 2003",2003/03/31,"March 31st, 2003",31-03-2003,31 Mar 2003
2009-01-06,06/01/2009,01/06/2009,"6th January, 2009","January 6th, 2009",2009/01/06,"January 6th, 2009",06-01-2009,06 Jan 2009
1906-07-08,08/07/1906,07/08/1906,"8th July, 1906","July 8th, 1906",1906/07/08,"July 8th, 1906",08-07-1906,08 Jul 1906
1911-03-25,25/03/1911,03/25/1911,"25th March, 1911","March 25th, 1911",1911/03/25,"March 25th, 1911",25-03-1911,25 Mar 1911
1957-03-09,09/03/1957,03/09/1957,"9th March, 1957","March 9th, 1957",1957/03/09,"March 9th, 1957",09-03-1957,09 Mar 1957
2003-07-21,21/07/2003,07/21/2003,"21st July, 2003","July 21st, 2003",2003/07/21,"July 21st, 2003",21-07-2003,21 Jul 2003
2040-11-02,02/11/2040,11/02/2040,"2nd November, 2040","November 2nd, 2040",2040/11/02,"November 2nd, 2040",02-11-2040,02 Nov 2040
1917-12-18,18/12/1917,12/18/1917,"18th December, 1917","December 18th, 1917",1917/12/18,"December 18th, 1917",18-12-1917,18 Dec 1917
1943-01-12,12/01/1943,01/12/1943,"12th January, 1943","January 12th, 1943",1943/01/12,"January 12th, 1943",12-01-1943,12 Jan 1943
2091-03-25,25/03/2091,03/25/2091,"25th March, 2091","March 25th, 2091",2091/03/25,"March 25th, 2091",25-03-2091,25 Mar 2091
2011-10-23,23/10/2011,10/23/2011,"23rd October, 2011","October 23rd, 2011",2011/10/23,"October 23rd, 2011",23-10-2011,23 Oct 2011
1918-06-11,11/06/1918,06/11/1918,"11th June, 1918","June 11th, 1918",1918/06/11,"June 11th, 1918",11-06-1918,11 Jun 1918
2032-12-27,27/12/2032,12/27/2032,"27th December, 2032","December 27th, 2032",2032/12/27,"December 27th, 2032",27-12-2032,27 Dec 2032
2093-11-16,16/11/2093,11/16/2093,"16th November, 2093","November 16th, 2093",2093/11/16,"November 16th, 2093",16-11-2093,16 Nov 2093
1972-04-30,30/04/1972,04/30/1972,"30th April, 1972","April 30th, 1972",1972/04/30,"April 30th, 1972",30-04-1972,30 Apr 1972
1902-03-28,28/03/1902,03/28/1902,"28th March, 1902","March 28th, 1902",1902/03/28,"March 28th, 1902",28-03-1902,28 Mar 1902
1910-09-20,20/09/1910,09/20/1910,"20th September, 1910","September 20th, 1910",1910/09/20,"September 20th, 1910",20-09-1910,20 Sep 1910
2034-08-15,15/08/2034,08/15/2034,"15th August, 2034","August 15th, 2034",2034/08/15,"August 15th, 2034",15-08-2034,15 Aug 2034
2076-07-18,18/07/2076,07/18/2076,"18th July, 2076","July 18th, 2076",2076/07/18,"July 18th, 2076",18-07-2076,18 Jul 2076
2054-03-07,07/03/2054,03/07/2054,"7th March, 2054","March 7th, 2054",2054/03/07,"March 7th, 2054",07-03-2054,07 Mar 2054
2069-12-12,12/12/2069,12/12/2069,"12th December, 2069","December 12th, 2069",2069/12/12,"December 12th, 2069",12-12-2069,12 Dec 2069
2040-11-07,07/11/2040,11/07/2040,"7th November, 2040","November 7th, 2040",2040/11/07,"November 7th, 2040",07-11-2040,07 Nov 2040
2020-10-25,25/10/2020,10/25/2020,"25th October, 2020","October 25th, 2020",2020/10/25,"October 25th, 2020",25-10-2020,25 Oct 2020
2037-03-03,03/03/2037,03/03/2037,"3rd March, 2037","March 3rd, 2037",2037/03/03,"March 3rd, 2037",03-03-2037,03 Mar 2037
1963-02-21,21/02/1963,02/21/1963,"21st February, 1963","February 21st, 1963",1963/02/21,"February 21st, 1963",21-02-1963,21 Feb 1963
1934-04-16,16/04/1934,04/16/1934,"16th April, 1934","April 16th, 1934",1934/04/16,"April 16th, 1934",16-04-1934,16 Apr 1934
2060-09-24,24/09/2060,09/24/2060,"24th September, 2060","September 24th, 2060",2060/09/24,"September 24th, 2060",24-09-2060,24 Sep 2060
2098-08-24,24/08/2098,08/24/2098,"24th August, 2098","August 24th, 2098",2098/08/24,"August 24th, 2098",24-08-2098,24 Aug 2098
2070-06-08,08/06/2070,06/08/2070,"8th June, 2070","June 8th, 2070",2070/06/08,"June 8th, 2070",08-06-2070,08 Jun 2070
2025-02-12,12/02/2025,02/12/2025,"12th February, 2025","February 12th, 2025",2025/02/12,"February 12th, 2025",12-02-2025,12 Feb 2025
1980-03-20,20/03/1980,03/20/1980,"20th March, 1980","March 20th, 1980",1980/03/20,"March 20th, 1980",20-03-1980,20 Mar 1980
2048-03-29,29/03/2048,03/29/2048,"29th March, 2048","March 29th, 2048",2048/03/29,"March 29th, 2048",29-03-2048,29 Mar 2048
1984-03-21,21/03/1984,03/21/1984,"21st March, 1984","March 21st, 1984",1984/03/21,"March 21st, 1984",21-03-1984,21 Mar 1984
1970-02-16,16/02/1970,02/16/1970,"16th February, 1970","February 16th, 1970",1970/02/16,"February 16th, 1970",16-02-1970,16 Feb 1970
1981-05-22,22/05/1981,05/22/1981,"22nd May, 1981","May 22nd, 1981",1981/05/22,"May 22nd, 1981",22-05-1981,22 May 1981
1951-05-04,04/05/1951,05/04/1951,"4th May, 1951","May 4th, 1951",1951/05/04,"May 4th, 1951",04-05-1951,04 May 1951
2053-12-17,17/12/2053,12/17/2053,"17th December, 2053","December 17th, 2053",2053/12/17,"December 17th, 2053",17-12-2053,17 Dec 2053
1911-09-11,11/09/1911,09/11/1911,"11th September, 1911","September 11th, 1911",1911/09/11,"September 11th, 1911",11-09-1911,11 Sep 1911
1950-12-15,15/12/1950,12/15/1950,"15th December, 1950","December 15th, 1950",1950/12/15,"December 15th, 1950",15-12-1950,15 Dec 1950
1901-11-23,23/11/1901,11/23/1901,"23rd November, 1901","November 23rd, 1901",1901/11/23,"November 23rd, 1901",23-11-1901,23 Nov 1901
1962-04-02,02/04/1962,04/02/1962,"2nd April, 1962","April 2nd, 1962",1962/04/02,"April 2nd, 1962",02-04-1962,02 Apr 1962
1969-01-22,22/01/1969,01/22/1969,"22nd January, 1969","January 22nd, 1969",1969/01/22,"January 22nd, 1969",22-01-1969,22 Jan 1969
2082-09-28,28/09/2082,09/28/2082,"28th September, 2082","September 28th, 2082",2082/09/28,"September 28th, 2082",28-09-2082,28 Sep 2082
1965-03-12,12/03/1965,03/12/1965,"12th March, 1965","March 12th, 1965",1965/03/12,"March 12th, 1965",12-03-1965,12 Mar 1965
2020-06-14,14/06/2020,06/14/2020,"14th June, 2020","June 14th, 2020",2020/06/14,"June 14th, 2020",14-06-2020,14 Jun 2020
2051-12-30,30/12/2051,12/30/2051,"30th December, 2051","December 30th, 2051",2051/12/30,"December 30th, 2051",30-12-2051,30 Dec 2051
1968-07-17,17/07/1968,07/17/1968,"17th July, 1968","July 17th, 1968",1968/07/17,"July 17th, 1968",17-07-1968,17 Jul 1968
